status,severity,category,event_type,field,summary,observed,expected,evidence,examples,spec_source
PASS,Info,schema,soilMachine,data.row,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/soil-machine-investigation.md
INFO,Info,semantics,DaniEvent,,known issue (tracked in config): toolName is sometimes an empty string (22 of 91 records on 08-13-26) — the tool being opened/closed cannot be identified for those records,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/dani-event-investigation.md
INFO,Info,semantics,ObjectInterEvent,,"known issue (tracked in config): actionType uses two phrasings for talking ('TalkTo' vs 'E to Talk') — naming inconsistency, not merged pending dev confirmation",,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/objectinter-event-investigation.md
PASS,Info,semantics,SolarStillDesignEvent,,sufficient information: Can the player's solar still design attempt be reconstructed (each option chosen plus the final submitted design)?,"fields present: featureUsed, selectedOption, designSelections.roofStyle, designSelections.roofCovering, designSelections.glassRoofTemperature",,,,observed data 08-25-26 (first appearance; no written spec yet)
INFO,Info,semantics,TerasGardenBox,,known issue (tracked in config): boxID (soilSelected) vs boxId (cameraPlaced) capitalization inconsistency — dashboards expecting one spelling will miss half the records; also see docs/issues_and_updates.md issue 1 (U4P6 box-id scheme mismatch),,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,semantics,argumentationAnswerEvent,,sufficient information: Can the exact submitted argument be reconstructed?,"fields present: answerSubmitted, argumentationTitle",,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
INFO,Info,semantics,argumentationEvent,,"known issue (tracked in config): U3 description string contains stray quoting: 'U3 – Pollution Upstream"" equals ""Where is the pollution site probably located?'",,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/argumentation-event-investigation.md
INFO,Info,semantics,argumentationToolEvent,,known issue (tracked in config): a truncated toolName 'BackingInfoPanel - ' (nothing after the hyphen) was observed on 08-13-26 in Unit 1 - Freshwater,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
INFO,Info,semantics,argumentationToolEvent,,known issue (tracked in config): far more opens than closes on 08-13-26 (12 vs 2) — closes appear under-logged,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
INFO,Info,semantics,chatEvent,,known issue (tracked in config): ScrollStart is logged under data.actionType but ScrollStop under data.actionKey — inconsistent field naming for the same interaction,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/chat-event-investigation.md
INFO,Info,semantics,chatEvent,,known issue (tracked in config): chatID is the string 'NA' for ScrollStart records,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/chat-event-investigation.md
INFO,Info,semantics,gameStartEvent,,"known issue (tracked in config): data payload is {"""": true} — the field name is an empty string",,verify whether it still occurs in this build (see schema/values findings),,,observed data
INFO,Info,semantics,gameWindowFocusEvent,,"known issue (tracked in config): data payload is {"""": true} — the field name is an empty string",,verify whether it still occurs in this build (see schema/values findings),,,observed data
INFO,Info,semantics,gameWindowUnfocusEvent,,"known issue (tracked in config): data payload is {"""": false} — the field name is an empty string",,verify whether it still occurs in this build (see schema/values findings),,,observed data
PASS,Info,sequence,DaniEvent,actionType,tool open/close: open/close events pair correctly,8 open / 8 close,,,,08-13-26/Investigation-results/dani-event-investigation.md
INFO,Info,sequence,DialogueEvent,dialogueEventType,dialogue lifecycle: start(s) never finishd (may be legitimate at session end),"16 unmatched 'DialogueStartEvent' (totals: 312 start, 308 finish)",,,,observed data (dialogue-event PDF not machine-readable)
INFO,Info,sequence,PuzzlePieceVisibleEvent,actionType,camera centering: open(s) never closed (may be legitimate at session end),"6 unmatched 'BecameCameraCentered' (totals: 241 open, 242 close)",,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
INFO,Info,sequence,PuzzlePieceVisibleEvent,actionType,piece visibility: open(s) never closed (may be legitimate at session end),"23 unmatched 'BecameVisible' (totals: 357 open, 342 close)",,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,sequence,Soil Key Puzzle,Soil Key Puzzle Status,puzzle start/finish: open/close events pair correctly,4 open / 4 close,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,sequence,TopographicMapEvent,actionType,map open/close: open/close events pair correctly,13 open / 13 close,,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,sequence,argumentationToolEvent,actionType,backing-info panel: open(s) never closed (may be legitimate at session end),"13 unmatched 'argumentationToolOpen' (totals: 16 open, 3 close)",,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
INFO,Info,sequence,questEvent,questEventType,quest lifecycle: start(s) never finishd (may be legitimate at session end),"8 unmatched 'questActiveEvent' (totals: 37 start, 32 finish)",,,,08-13-26/Investigation-results/quest-event-investigation.md
INFO,Info,temporal,,,_id (arrival) order disagrees with client-timestamp order,160 of 5833 adjacent _id pairs reverse in client time; worst 39.1s,expected for batched uploads; audits sort by client timestamp,,wenyi090326-2.stratalog.logdata.json[5223] _id=6a9b0801485cab4c953f9394 ts=2026-09-04T18:03:45.7520000Z | wenyi090326-2.stratalog.logdata.json[5314] _id=6a9b0801485cab4c953f9396 ts=2026-09-04T18:03:06.6480000Z,
INFO,Info,temporal,,,client vs server timestamp skew,"median +0.17s, min -39.21s, max +0.24s over 5834 records",small constant skew; large negatives = delayed uploads,,,
PASS,Info,values,DEBUGMenu,data.actionType,all observed values are within the specification,"""DebugMenuStateChanged"" (6x)",,,,observed data
PASS,Info,values,DaniEvent,data.actionType,all observed values are within the specification,"""Close"" (8x); ""Open"" (8x)",,,,08-13-26/Investigation-results/dani-event-investigation.md
PASS,Info,values,DaniEvent,data.toolName,all observed values are within the specification,""""" (14x); ""Settings"" (2x)",,,,08-13-26/Investigation-results/dani-event-investigation.md
INFO,Info,values,DaniEvent,data.toolName,specified value(s) never observed this build,"absent: Argumentation, Chat, Map",may be normal if that interaction was not used,,,08-13-26/Investigation-results/dani-event-investigation.md
PASS,Info,values,DialogueEvent,data.dialogueEventType,all observed values are within the specification,"""DialogueFinishEvent"" (308x); ""DialogueNodeEvent"" (1117x); ""DialogueStartEvent"" (312x)",,,,observed data (dialogue-event PDF not machine-readable)
PASS,Info,values,EndOfUnit,data.Unit,all observed values are within the specification,"""1"" (1x); ""2"" (1x); ""3"" (1x); ""4"" (1x); ""5"" (1x)",,,,observed data
PASS,Info,values,InputEvent,data.Value,all observed values are within the specification,"""pressed"" (1630x)",,,,observed data (input-event PDF not machine-readable)
PASS,Info,values,InputEvent,data.playerOrDrone,all observed values are within the specification,"""Drone"" (240x); ""Player"" (1390x)",,,,observed data (input-event PDF not machine-readable)
PASS,Info,values,PuzzlePieceVisibleEvent,data.actionType,all observed values are within the specification,"""BecameCameraCentered"" (241x); ""BecameCameraUncentered"" (242x); ""BecameInvisible"" (342x); ""BecameVisible"" (357x)",,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,values,Soil Key Puzzle,data.Soil Key Puzzle Status,all observed values are within the specification,"""Finished"" (4x); ""Started"" (4x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.actionType,all observed values are within the specification,"""LeftDrag"" (11x); ""RightDrag"" (17x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.currentSoilType,all observed values are within the specification,"""BEDROCK"" (1x); ""CLAY"" (5x); ""CLAYROCK"" (4x); ""CLAYSAND"" (5x); ""GRAVEL"" (2x); ""SAND"" (6x); ""SANDGRAVEL"" (5x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.isCorrectSelection,all observed values are within the specification,"""false"" (22x); ""true"" (6x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.waterLevelStatus,all observed values are within the specification,"""Proper"" (9x); ""TooHigh"" (12x); ""TooLow"" (7x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,Soil Key Puzzle,data.waterRetentionChange,all observed values are within the specification,"""Decrease"" (13x); ""Increase"" (9x); ""NoChange"" (6x)",,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,values,SolarStillDesignEvent,data.actionType,all observed values are within the specification,"""DesignSubmitted"" (1x); ""optionSelected"" (3x)",,,,observed data 08-25-26 (first appearance; no written spec yet)
INFO,Info,values,TerasGardenBox,data.actionType,specified value(s) never observed this build,absent: soilSelected,may be normal if that interaction was not used,,,08-13-26/Investigation-results/tara-garden-box.md
INFO,Info,values,TerasGardenBox,data.actionType,value(s) not in the current specification — specification review required,""""" (4x)","soilSelected, cameraPlaced",,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,values,TerasGardenBox,data.soilType,all observed values are within the specification,"""Clay"" (4x); ""Sand"" (4x)",,,,08-13-26/Investigation-results/tara-garden-box.md
INFO,Info,values,TerasGardenBox,data.soilType,specified value(s) never observed this build,absent: Gravel,may be normal if that interaction was not used,,,08-13-26/Investigation-results/tara-garden-box.md
INFO,Info,values,TopographicMapEvent,data.actionType,specified value(s) never observed this build,absent: dragEnd,may be normal if that interaction was not used,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,values,TopographicMapEvent,data.actionType,value(s) not in the current specification — specification review required,"""Selected"" (2x); ""Unselected"" (1x); ""WaypointMoveEvent"" (10x); ""WaypointResetEvent"" (2x); ""WaypointSetEvent"" (3x)","MapOpenEvent, MapCloseEvent, dragEnd",,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,values,TopographicMapEvent,data.featureUsed,specified value(s) never observed this build,absent: waypoint,may be normal if that interaction was not used,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,values,TopographicMapEvent,data.featureUsed,value(s) not in the current specification — specification review required,"""Legend"" (3x); ""Waypoint"" (15x)","Map, waypoint",,,08-13-26/Investigation-results/topographic-map-event-investigation.md
PASS,Info,values,WaterChamberEvent,data.actionType,all observed values are within the specification,"""Off"" (2x); ""On"" (10x)",,,,08-13-26/Investigation-results/water-chamber-event-investigation.md
PASS,Info,values,WaterChamberEvent,data.machineNumber,all observed values are within the specification,"""One"" (12x)",,,,08-13-26/Investigation-results/water-chamber-event-investigation.md
INFO,Info,values,WaterChamberEvent,data.machineNumber,specified value(s) never observed this build,absent: Two,may be normal if that interaction was not used,,,08-13-26/Investigation-results/water-chamber-event-investigation.md
PASS,Info,values,WaterChamberEvent,data.machineType,all observed values are within the specification,"""Condenser"" (5x); ""Evaporator"" (6x); ""VentSwitch"" (1x)",,,,08-13-26/Investigation-results/water-chamber-event-investigation.md
INFO,Info,values,WaterChamberEvent,data.machineType,specified value(s) never observed this build,"absent: DualChamber_Condenser, DualChamber_Evaporator",may be normal if that interaction was not used,,,08-13-26/Investigation-results/water-chamber-event-investigation.md
PASS,Info,values,argumentationAnswerEvent,data.actionType,all observed values are within the specification,"""submitAnswerEvent"" (6x)",,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
PASS,Info,values,argumentationEvent,data.actionType,all observed values are within the specification,"""argumentationSessionClose"" (8x); ""argumentationSessionOpen"" (6x)",,,,08-13-26/Investigation-results/argumentation-event-investigation.md
PASS,Info,values,argumentationNodeEvent,data.actionType,all observed values are within the specification,"""argumentationNodeAdd"" (19x); ""argumentationNodeHoverEnd"" (58x); ""argumentationNodeHoverStart"" (56x)",,,,08-13-26/Investigation-results/argumentation-node-event-investigation.md
PASS,Info,values,argumentationToolEvent,data.actionType,all observed values are within the specification,"""argumentationToolClose"" (3x); ""argumentationToolOpen"" (16x)",,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
PASS,Info,values,chatEvent,data.actionKey,all observed values are within the specification,"""ScrollStop"" (14x)",,,,08-13-26/Investigation-results/chat-event-investigation.md
PASS,Info,values,chatEvent,data.actionType,all observed values are within the specification,"""Close"" (3x); ""Open"" (1x); ""ScrollStart"" (14x)",,,,08-13-26/Investigation-results/chat-event-investigation.md
PASS,Info,values,questEvent,data.questEventType,all observed values are within the specification,"""questActiveEvent"" (37x); ""questFinishEvent"" (32x)",,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,values,questEvent,data.questSuccessOrFailure,all observed values are within the specification,"""Succeeded"" (32x)",,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,values,soilMachine,data.actionType,all observed values are within the specification,"""ChangeCanister"" (5x)",,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,values,soilMachine,data.canisterType,all observed values are within the specification,"""Clay"" (2x); ""Gravel"" (2x); ""Sand"" (1x)",,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,values,soilMachine,data.row,all observed values are within the specification,"""BottomRow"" (1x); ""TopRow"" (4x)",,,,08-13-26/Investigation-results/soil-machine-investigation.md
