event_key,conversation_title,referenced_by,reference_sources,roles,in_xlsx,in_export,text_agrees,observed_count,status,confidence,xlsx_text,export_text,relocation_candidates,note,evidence
DialogueNodeEvent:59:191,U2/DANI/BandFeedback Copy,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started.,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started. ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[59,191]='Anderson said that Tera’s pod was beside a nearby river. Let' || export[59,191]='Anderson said that Tera’s pod was beside a nearby river. Let'"
DialogueNodeEvent:59:192,U2/DANI/BandFeedback Copy,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Looks like you found a passage that cuts into a mountain but we’re looking for one that cuts all the way through to the other side. Check your map and see if you can find one.,Looks like you found a passage that cuts into a mountain but we’re looking for one that cuts all the way through to the other side. Check your map and see if you can find one.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[59,192]='Looks like you found a passage that cuts into a mountain but' || export[59,192]='Looks like you found a passage that cuts into a mountain but'"
DialogueNodeEvent:59:193,U2/DANI/BandFeedback Copy,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,I don’t see a steep mountain range over here anywhere. Open your map and see if you can find an area of even higher elevation that is surrounded by contour lines close together. Then you just need to ,I don’t see a steep mountain range over here anywhere. Open your map and see if you can find an area of even higher elevation that is surrounded by contour lines close together. Then you just need to ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[59,193]='I don’t see a steep mountain range over here anywhere. Open ' || export[59,193]='I don’t see a steep mountain range over here anywhere. Open '"
DialogueNodeEvent:59:194,U2/DANI/BandFeedback Copy,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Looks like you found a small mountain, but Aryn crashed in a passage that runs through a mountain range. Look for an path that passes through several mountains joined together.     \r","Looks like you found a small mountain, but Aryn crashed in a passage that runs through a mountain range. Look for an path that passes through several mountains joined together.     \r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[59,194]='Looks like you found a small mountain, but Aryn crashed in a' || export[59,194]='Looks like you found a small mountain, but Aryn crashed in a'"
DialogueNodeEvent:68:4,U2/TopographicGlyphGame,U2P1,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"It appears that some pieces are in the correct location, but several still need to be rearranged. TK, I recommend continuing to work out the correct pattern.","It appears that some pieces are in the correct location, but several still need to be rearranged. TK, I recommend continuing to work out the correct pattern.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,4]='It appears that some pieces are in the correct location, but' || export[68,4]='It appears that some pieces are in the correct location, but'"
DialogueNodeEvent:68:5,U2/TopographicGlyphGame,U2P1,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe we may need to reevaluate our approach. My optical sensors detect patterns on these pieces that resemble topographic maps. TK, what do you think?","I believe we may need to reevaluate our approach. My optical sensors detect patterns on these pieces that resemble topographic maps. TK, what do you think?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,5]='I believe we may need to reevaluate our approach. My optical' || export[68,5]='I believe we may need to reevaluate our approach. My optical'"
DialogueNodeEvent:68:6,U2/TopographicGlyphGame,U2P1,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Several pieces are still not in the correct location. TK, have you tried matching the topographic map image to the corresponding landscape shape?\n","Several pieces are still not in the correct location. TK, have you tried matching the topographic map image to the corresponding landscape shape?\n",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,6]='Several pieces are still not in the correct location. TK, ha' || export[68,6]='Several pieces are still not in the correct location. TK, ha'"
DialogueNodeEvent:68:7,U2/TopographicGlyphGame,U2P1,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,I believe the aliens may have been attempting to demonstrate the connection between landscape features and topographic maps with this room. Try matching the topographic map image to the corresponding ,I believe the aliens may have been attempting to demonstrate the connection between landscape features and topographic maps with this room. Try matching the topographic map image to the corresponding ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,7]='I believe the aliens may have been attempting to demonstrate' || export[68,7]='I believe the aliens may have been attempting to demonstrate'"
DialogueNodeEvent:68:17,U2/TopographicGlyphGame,U2P1,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Your logic is working. I believe you are getting closer to the solution, TK. Keep trying.","Your logic is working. I believe you are getting closer to the solution, TK. Keep trying.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,17]='Your logic is working. I believe you are getting closer to t' || export[68,17]='Your logic is working. I believe you are getting closer to t'"
DialogueNodeEvent:68:18,U2/TopographicGlyphGame,U2P1,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Several pieces appear to be in the incorrect location. TK, may we watch Toppo’s lesson again?","Several pieces appear to be in the incorrect location. TK, may we watch Toppo’s lesson again?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,18]='Several pieces appear to be in the incorrect location. TK, m' || export[68,18]='Several pieces appear to be in the incorrect location. TK, m'"
DialogueNodeEvent:68:22,U2/TopographicGlyphGame,U2P1,grading,U2P1:Yellow,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"That is very close, TK. I believe you can solve it.","That is very close, TK. I believe you can solve it.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,22]='That is very close, TK. I believe you can solve it.' || export[68,22]='That is very close, TK. I believe you can solve it.'"
DialogueNodeEvent:68:23,U2/TopographicGlyphGame,U2P1,docs;grading,U2P1:Yellow,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Would you like me to assist, TK?","Would you like me to assist, TK?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,23]='Would you like me to assist, TK?' || export[68,23]='Would you like me to assist, TK?'"
DialogueNodeEvent:68:27,U2/TopographicGlyphGame,U2P1,docs;grading,U2P1:Yellow,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Would you like me to assist, TK?","Would you like me to assist, TK?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,27]='Would you like me to assist, TK?' || export[68,27]='Would you like me to assist, TK?'"
DialogueNodeEvent:68:28,U2/TopographicGlyphGame,U2P1,docs;grading,U2P1:Yellow,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe I have ascertained the key to this puzzle. Allow me to assist, TK… there. Whoever designed this ensured the contour lines on each map piece matched the corresponding terrain. Where contour l","I believe I have ascertained the key to this puzzle. Allow me to assist, TK… there. Whoever designed this ensured the contour lines on each map piece matched the corresponding terrain. Where contour l",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,28]='I believe I have ascertained the key to this puzzle. Allow m' || export[68,28]='I believe I have ascertained the key to this puzzle. Allow m'"
DialogueNodeEvent:68:29,U2/TopographicGlyphGame,U2P1,docs;grading,U2P1:Success,True,True,True,1,EXACT_MATCH,HIGH,"Well done, TK. Not everyone is capable of solving a puzzle left by an ancient alien civilization. It appears the designers have rewarded you for your efforts.","Well done, TK. Not everyone is capable of solving a puzzle left by an ancient alien civilization. It appears the designers have rewarded you for your efforts.",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[68,29]='Well done, TK. Not everyone is capable of solving a puzzle l' || export[68,29]='Well done, TK. Not everyone is capable of solving a puzzle l' || observed x1, e.g. _id=6a9609c7485cab4c953da9ff ts=2026-08-31T23:09:59.5580000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:68:31,U2/TopographicGlyphGame,U2P1,docs;grading,U2P1:Yellow,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe I have ascertained the key to this puzzle. Allow me to assist, TK… there. Whoever designed this ensured the contour lines on each map piece matched the corresponding terrain. Where contour l","I believe I have ascertained the key to this puzzle. Allow me to assist, TK… there. Whoever designed this ensured the contour lines on each map piece matched the corresponding terrain. Where contour l",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[68,31]='I believe I have ascertained the key to this puzzle. Allow m' || export[68,31]='I believe I have ascertained the key to this puzzle. Allow m'"
DialogueNodeEvent:70:7,U1/Argumentation Feedback ,U1P3,docs,,True,True,True,1,EXACT_MATCH,HIGH,"Great!  You chose the main idea that Toppo is trying to support, also known as the claim. Good Job Cadet!","Great!  You chose the main idea that Toppo is trying to support, also known as the claim. Good Job Cadet! ",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[70,7]='Great!  You chose the main idea that Toppo is trying to supp' || export[70,7]='Great!  You chose the main idea that Toppo is trying to supp' || observed x1, e.g. _id=6a95bc3d485cab4c953d6ace ts=2026-08-31T17:39:09.5020000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:70:25,U1/Argumentation Feedback ,U1P3,docs;grading,U1P3:Yellow,True,True,True,1,EXACT_MATCH,HIGH,You have chosen the claim that Europa Corp made. Toppo is trying to make a different point so she will need a different claim.,You have chosen the claim that Europa Corp made. Toppo is trying to make a different point so she will need a different claim. ,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[70,25]='You have chosen the claim that Europa Corp made. Toppo is tr' || export[70,25]='You have chosen the claim that Europa Corp made. Toppo is tr' || observed x1, e.g. _id=6a95bc24485cab4c953d6a8e ts=2026-08-31T17:38:44.8900000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:70:33,U1/Argumentation Feedback ,U1P3,docs,,False,False,,0,DIALOGUE_REMOVED_OR_CHANGED,MEDIUM,,,,dead reference: not present in the historical xlsx NOR the 2026-06-10 export — key cannot fire unless the live DB differs from both sources,
DialogueNodeEvent:73:163,U3/SuperfruitGardens,U3P5,grading,U3P5:Positive,True,True,True,4,EXACT_MATCH,HIGH,"Got a report from DANI, one of your seeds is growing like crazy. You must have picked a spot downstream from the supernutrient source. Great job.","Got a report from DANI, one of your seeds is growing like crazy. You must have picked a spot downstream from the supernutrient source. Great job.",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[73,163]='Got a report from DANI, one of your seeds is growing like cr' || export[73,163]='Got a report from DANI, one of your seeds is growing like cr' || observed x4, e.g. _id=6a9613eb485cab4c953dc495 ts=2026-08-31T23:53:15.3810000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:73:164,U3/SuperfruitGardens,U3P5,docs;grading,U3P5:Negative,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,DANI is telling me that you picked the wrong spot. Is the water flowing downstream from the temple to here?,DANI is telling me that you picked the wrong spot. Is the water flowing downstream from the temple to here?,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[73,164]='DANI is telling me that you picked the wrong spot. Is the wa' || export[73,164]='DANI is telling me that you picked the wrong spot. Is the wa'"
DialogueNodeEvent:73:168,U3/SuperfruitGardens,U3P5,docs;grading,U3P5:Negative,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,DANI says you picked another wrong spot. You need to find a planting spot that is downstream from the temple.,DANI says you picked another wrong spot. You need to find a planting spot that is downstream from the temple.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[73,168]='DANI says you picked another wrong spot. You need to find a ' || export[73,168]='DANI says you picked another wrong spot. You need to find a '"
DialogueNodeEvent:73:171,U3/SuperfruitGardens,U3P5,docs;grading,U3P5:Negative,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,DANI says you picked another wrong spot. We’re losing daylight here so you better head back to the base camp.,DANI says you picked another wrong spot. We’re losing daylight here so you better head back to the base camp.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[73,171]='DANI says you picked another wrong spot. We’re losing daylig' || export[73,171]='DANI says you picked another wrong spot. We’re losing daylig'"
DialogueNodeEvent:73:200,U3/SuperfruitGardens,U3P4;U3P5,docs;grading,U3P4:Trigger;U3P4:doc-end-marker;U3P5:doc-start-marker,True,True,True,1,EXACT_MATCH,HIGH,"TK, I know it’s been a long day, but I still need to film a finale for this stream. While I’m handling that, can you plant those four superfruit seeds? If we get them in the right garden plots, we cou","TK, I know it’s been a long day, but I still need to film a finale for this stream. While I’m handling that, can you plant those four superfruit seeds? If we get them in the right garden plots, we cou",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[73,200]='TK, I know it’s been a long day, but I still need to film a ' || export[73,200]='TK, I know it’s been a long day, but I still need to film a ' || observed x1, e.g. _id=6a9613cd485cab4c953dc44d ts=2026-08-31T23:52:45.2640000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:74:4,U2/WatershedGlyph,U2P4,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Based on my analysis, these terrain pieces must likely be arranged in the slots in a specific order. I recommend continuing until you find the correct pattern.\r","Based on my analysis, these terrain pieces must likely be arranged in the slots in a specific order. I recommend continuing until you find the correct pattern.\r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,4]='Based on my analysis, these terrain pieces must likely be ar' || export[74,4]='Based on my analysis, these terrain pieces must likely be ar'"
DialogueNodeEvent:74:5,U2/WatershedGlyph,U2P4,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe you are close to discovering the correct pattern, TK.","I believe you are close to discovering the correct pattern, TK.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,5]='I believe you are close to discovering the correct pattern, ' || export[74,5]='I believe you are close to discovering the correct pattern, '"
DialogueNodeEvent:74:6,U2/WatershedGlyph,U2P4,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,These pieces resemble watersheds of varying size. Perhaps that is a clue to the correct order.\r,These pieces resemble watersheds of varying size. Perhaps that is a clue to the correct order.\r,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,6]='These pieces resemble watersheds of varying size. Perhaps th' || export[74,6]='These pieces resemble watersheds of varying size. Perhaps th'"
DialogueNodeEvent:74:9,U2/WatershedGlyph,U2P4,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe you are close to the solution. Keep trying, TK.\r","I believe you are close to the solution. Keep trying, TK.\r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,9]='I believe you are close to the solution. Keep trying, TK.\\r' || export[74,9]='I believe you are close to the solution. Keep trying, TK.\\r'"
DialogueNodeEvent:74:10,U2/WatershedGlyph,U2P4,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Several pieces appear to be in the incorrect location. TK, may we watch Toppo’s lesson on watersheds again?\r","Several pieces appear to be in the incorrect location. TK, may we watch Toppo’s lesson on watersheds again?\r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,10]='Several pieces appear to be in the incorrect location. TK, m' || export[74,10]='Several pieces appear to be in the incorrect location. TK, m'"
DialogueNodeEvent:74:15,U2/WatershedGlyph,U2P4,docs,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,You should try ordering the watershed pieces by size.\r,You should try ordering the watershed pieces by size.\r,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,15]='You should try ordering the watershed pieces by size.\\r' || export[74,15]='You should try ordering the watershed pieces by size.\\r'"
DialogueNodeEvent:74:16,U2/WatershedGlyph,U2P4,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"That is very close, TK. I believe you can solve it. \r","That is very close, TK. I believe you can solve it. \r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,16]='That is very close, TK. I believe you can solve it. \\r' || export[74,16]='That is very close, TK. I believe you can solve it. \\r'"
DialogueNodeEvent:74:17,U2/WatershedGlyph,U2P4,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Would you like me to assist, TK?\r","Would you like me to assist, TK?\r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,17]='Would you like me to assist, TK?\\r' || export[74,17]='Would you like me to assist, TK?\\r'"
DialogueNodeEvent:74:20,U2/WatershedGlyph,U2P4,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,I believe I have ascertained the key to this puzzle. Activating holid projector. I have ordered the watershed pieces from biggest to smallest size.,I believe I have ascertained the key to this puzzle. Activating holid projector. I have ordered the watershed pieces from biggest to smallest size. ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,20]='I believe I have ascertained the key to this puzzle. Activat' || export[74,20]='I believe I have ascertained the key to this puzzle. Activat'"
DialogueNodeEvent:74:21,U2/WatershedGlyph,U2P4,docs;grading,U2P4:Success,True,True,True,1,EXACT_MATCH,HIGH,"Excellent solution, TK. It appears this graph demonstrates the relationship between watershed size and water flow. The larger a watershed, the more water that flows through it. Be certain to collect g","Excellent solution, TK. It appears this graph demonstrates the relationship between watershed size and water flow. The larger a watershed, the more water that flows through it. Be certain to collect g",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[74,21]='Excellent solution, TK. It appears this graph demonstrates t' || export[74,21]='Excellent solution, TK. It appears this graph demonstrates t' || observed x1, e.g. _id=6a960cbf485cab4c953db28d ts=2026-08-31T23:22:39.8380000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:74:22,U2/WatershedGlyph,U2P4,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"We have solved the puzzle. It appears this graph demonstrates the relationship between watershed size and water flow. The larger a watershed, the more water that flows through it. Be certain to collec","We have solved the puzzle. It appears this graph demonstrates the relationship between watershed size and water flow. The larger a watershed, the more water that flows through it. Be certain to collec",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[74,22]='We have solved the puzzle. It appears this graph demonstrate' || export[74,22]='We have solved the puzzle. It appears this graph demonstrate'"
DialogueNodeEvent:78:3,U3/Glyph Games/Dissolving Particles,U3P4,docs;grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,I believe the pieces are intended to be ordered in a specific way. Keep trying.,I believe the pieces are intended to be ordered in a specific way. Keep trying.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,3]='I believe the pieces are intended to be ordered in a specifi' || export[78,3]='I believe the pieces are intended to be ordered in a specifi'"
DialogueNodeEvent:78:4,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"This appears to be close to the solution, TK. Please continue trying.","This appears to be close to the solution, TK. Please continue trying.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,4]='This appears to be close to the solution, TK. Please continu' || export[78,4]='This appears to be close to the solution, TK. Please continu'"
DialogueNodeEvent:78:7,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,The circular images appear to represent a closer view of the water and particles in it. I believe this is how the water might appear under a microscope.,The circular images appear to represent a closer view of the water and particles in it. I believe this is how the water might appear under a microscope.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,7]='The circular images appear to represent a closer view of the' || export[78,7]='The circular images appear to represent a closer view of the'"
DialogueNodeEvent:78:9,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe that was close to the correct order, TK. Keep trying.","I believe that was close to the correct order, TK. Keep trying. ",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,9]='I believe that was close to the correct order, TK. Keep tryi' || export[78,9]='I believe that was close to the correct order, TK. Keep tryi'"
DialogueNodeEvent:78:10,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"The images on the right appear to depict particles being added to something, perhaps water.","The images on the right appear to depict particles being added to something, perhaps water.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,10]='The images on the right appear to depict particles being add' || export[78,10]='The images on the right appear to depict particles being add'"
DialogueNodeEvent:78:12,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"That is very close, TK. I believe you can solve it.","That is very close, TK. I believe you can solve it. ",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,12]='That is very close, TK. I believe you can solve it.' || export[78,12]='That is very close, TK. I believe you can solve it. '"
DialogueNodeEvent:78:18,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Would you like me to assist, TK?","Would you like me to assist, TK?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,18]='Would you like me to assist, TK?' || export[78,18]='Would you like me to assist, TK?'"
DialogueNodeEvent:78:23,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Target,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"I believe I have calculated the correct order for the puzzle. Allow me to assist, TK. Activating holid projector.","I believe I have calculated the correct order for the puzzle. Allow me to assist, TK. Activating holid projector.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[78,23]='I believe I have calculated the correct order for the puzzle' || export[78,23]='I believe I have calculated the correct order for the puzzle'"
DialogueNodeEvent:78:24,U3/Glyph Games/Dissolving Particles,U3P4,grading,U3P4:Gate (required),True,True,,1,EXACT_MATCH,MEDIUM,,It appears the glyph you just solved represents what happens to particles when they dissolve in water. Notice that immediately after the particles are added to the water they are still visible. Soon a,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[78,24]='' || export[78,24]='It appears the glyph you just solved represents what happens' || observed x1, e.g. _id=6a96127c485cab4c953dc053 ts=2026-08-31T23:47:08.7380000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:84:20,U3/Argumentation Feedback 1,U3P3,docs;grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,You have used multiple pieces of evidences in your argument. While this is a good idea it is not needed to make this argument. Try picking one evidence and one claim and think about what predicts the ,You have used multiple pieces of evidences in your argument. While this is a good idea it is not needed to make this argument. Try picking one evidence and one claim and think about what predicts the ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,20]='You have used multiple pieces of evidences in your argument.' || export[84,20]='You have used multiple pieces of evidences in your argument.'"
DialogueNodeEvent:84:25,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your argument does not make sense. Your <color=#35F>claim</color> does not take into consideration that water can carry pollution.\n,Your argument does not make sense. Your <color=#35F>claim</color> does not take into consideration that water can carry pollution.\n,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,25]='Your argument does not make sense. Your <color=#35F>claim</c' || export[84,25]='Your argument does not make sense. Your <color=#35F>claim</c'"
DialogueNodeEvent:84:32,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your argument does not make sense. Your <color=#F53>reasoning</color> explains how water behaves. But does not explain the location of the pollution.,Your argument does not make sense. Your <color=#F53>reasoning</color> explains how water behaves. But does not explain the location of the pollution.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,32]='Your argument does not make sense. Your <color=#F53>reasonin' || export[84,32]='Your argument does not make sense. Your <color=#F53>reasonin'"
DialogueNodeEvent:84:33,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your argument does not make sense. Your <color=#F53>reasoning</color> does not explain how water behaves. Pollutants travel downstream with water flow.,Your argument does not make sense. Your <color=#F53>reasoning</color> does not explain how water behaves. Pollutants travel downstream with water flow.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,33]='Your argument does not make sense. Your <color=#F53>reasonin' || export[84,33]='Your argument does not make sense. Your <color=#F53>reasonin'"
DialogueNodeEvent:84:34,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your argument does not make sense. You <color=#F53>reasoned</color> that water must flow from north to south. This is not always true in nature.,Your argument does not make sense. You <color=#F53>reasoned</color> that water must flow from north to south. This is not always true in nature.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,34]='Your argument does not make sense. You <color=#F53>reasoned<' || export[84,34]='Your argument does not make sense. You <color=#F53>reasoned<'"
DialogueNodeEvent:84:35,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your argument does not make sense. Your <color=#F53>reasoning</color> does not match your<color=#3F5>evidence</color>.,Your argument does not make sense. Your <color=#F53>reasoning</color> does not match your<color=#3F5>evidence</color>.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,35]='Your argument does not make sense. Your <color=#F53>reasonin' || export[84,35]='Your argument does not make sense. Your <color=#F53>reasonin'"
DialogueNodeEvent:84:36,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,1,EXACT_MATCH,HIGH,Great Job! You made the best argument possible. Way to go Cadet!,Great Job! You made the best argument possible. Way to go Cadet!,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[84,36]='Great Job! You made the best argument possible. Way to go Ca' || export[84,36]='Great Job! You made the best argument possible. Way to go Ca' || observed x1, e.g. _id=6a9611a3485cab4c953dbd89 ts=2026-08-31T23:43:31.0500000Z (wenyi083126-1.stratalog.logdata.json)"
DialogueNodeEvent:84:37,U3/Argumentation Feedback 1,U3P3,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your argument does not make sense. Your <color=#3F5>evidence</color> does not match up with the rest of your argument.,Your argument does not make sense. Your <color=#3F5>evidence</color> does not match up with the rest of your argument.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[84,37]='Your argument does not make sense. Your <color=#3F5>evidence' || export[84,37]='Your argument does not make sense. Your <color=#3F5>evidence'"
